173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
173,10,w,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
23,140,y,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
49,160,g,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
10,150,o,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
102,70,b,
